UniProtIds,Genes,ProteinGroups,ProteinNames,ProteinDescriptions,Valid,Comparison (group1/group2),Condition Numerator,Condition Denominator,# of Ratios,Group,AVG Group Quantity Denominator,AVG Group Quantity Numerator,AVG Log2 Ratio,Absolute AVG Log2 Ratio,% Change,Ratio,Standard Deviation,Pvalue,Qvalue,Degrees Of Freedom,Standard Error,Organisms,Protein Coverage,Molecular Weight,GO Biological Process,GO Molecular Function,GO Cellular Component,Database,Protein Existence,Sequence Version,FASTAName,FASTAHeader,# Unique Total Peptides,# Unique Total EG.Id
P09874,PARP1,P09874,PARP1_HUMAN,Poly [ADP-ribose] polymerase 1,TRUE,M / MaN,M,MaN,35,P09874,134.894409179687,98.0635375976562,-0.46,0.46,-27.30,0.73,0,9.15E-01,6.29E-01,34,0.371749066321114,Homo sapiens,0%,113083.79,"negative regulation of transcription from RNA polymerase II promoter,nucleotide-excision repair, DNA damage recognition,nucleotide-excision repair, DNA duplex unwinding,double-strand break repair via homologous recombination,lagging strand elongation,DNA repair,nucleotide-excision repair, preincision complex stabilization,nucleotide-excision repair, preincision complex assembly,nucleotide-excision repair, DNA incision, 3'-to lesion,nucleotide-excision repair, DNA incision, 5'-to lesion,double-strand break repair,transcription from RNA polymerase II promoter,protein ADP-ribosylation,cellular response to DNA damage stimulus,mitochondrion organization,transforming growth factor beta receptor signaling pathway,response to gamma radiation,positive regulation of cardiac muscle hypertrophy,regulation of SMAD protein complex assembly,protein autoprocessing,protein sumoylation,signal transduction involved in regulation of gene expression,macrophage differentiation,mitochondrial DNA metabolic process,cellular response to insulin stimulus,positive regulation of intracellular estrogen receptor signaling pathway,nucleotide-excision repair, DNA incision,cellular response to oxidative stress,protein modification process,DNA damage response, detection of DNA damage,mitochondrial DNA repair,regulation of DNA methylation,positive regulation of transcription from RNA polymerase II promoter,DNA ligation involved in DNA repair,positive regulation of mitochondrial depolarization,positive regulation of SMAD protein import into nucleus,protein poly-ADP-ribosylation,global genome nucleotide-excision repair,cellular response to zinc ion,positive regulation of neuron death,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,regulation of cellular protein localization,response to aldosterone,negative regulation of telomere maintenance via telomere lengthening,cellular response to beta-amyloid,positive regulation of myofibroblast differentiation,ATP generation from poly-ADP-D-ribose,positive regulation of transcription regulatory region DNA binding,negative regulation of ATP biosynthetic process","DNA binding,DNA ligase (ATP) activity,NAD+ ADP-ribosyltransferase activity,protein binding,transcription factor binding,zinc ion binding,enzyme binding,protein kinase binding,estrogen receptor binding,histone deacetylase binding,poly(A) RNA binding,protein N-terminus binding,NAD binding,R-SMAD binding","nuclear chromosome, telomeric region,nucleus,nuclear envelope,nucleoplasm,transcription factor complex,nucleolus,mitochondrion,membrane,protein complex",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,>sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4,80,138
P09972,ALDOC,P09972,ALDOC_HUMAN,Fructose-bisphosphate aldolase C,TRUE,M / MaN,M,MaN,10,P09972,84.786865234375,644.666198730468,2.93,2.93,660.34,7.60,0,9.53E-01,6.38E-01,9,0.733900870368129,Homo sapiens,0%,39455.86,"fructose metabolic process,gluconeogenesis,fructose 1,6-bisphosphate metabolic process,epithelial cell differentiation,canonical glycolysis","fructose-bisphosphate aldolase activity,protein binding,cytoskeletal protein binding","mitochondrion,cytosol,cytoskeleton,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P09972|ALDOC_HUMAN Fructose-bisphosphate aldolase C OS=Homo sapiens GN=ALDOC PE=1 SV=2,27,42
P0C0L4,C4A,P0C0L4,CO4A_HUMAN,Complement C4-A,TRUE,M / MaN,M,MaN,105,P0C0L4,327.287811279296,862.083068847656,1.40,1.40,163.40,2.63,0,4.95E-01,4.77E-01,104,0.224550224945018,Homo sapiens,0%,192785.48,"proteolysis,inflammatory response,complement activation,complement activation, classical pathway,negative regulation of endopeptidase activity,regulation of complement activation,innate immune response,positive regulation of apoptotic cell clearance","complement component C1q binding,serine-type endopeptidase activity,endopeptidase inhibitor activity","extracellular region,extracellular space,plasma membrane,cell junction,axon,dendrite,neuronal cell body,synapse,extracellular exosome,blood microparticle",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P0C0L4|CO4A_HUMAN Complement C4-A OS=Homo sapiens GN=C4A PE=1 SV=2,104,175
P0C0L5,C4B,P0C0L5,CO4B_HUMAN,Complement C4-B,TRUE,M / MaN,M,MaN,20,P0C0L5,127.070045471191,188.192718505859,0.57,0.57,48.10,1.48,0,6.67E-01,5.49E-01,19,0.396978130722999,Homo sapiens,0%,192751.45,"proteolysis,inflammatory response,complement activation,complement activation, classical pathway,opsonization,negative regulation of endopeptidase activity,regulation of complement activation,detection of molecule of bacterial origin,innate immune response,positive regulation of apoptotic cell clearance","complement binding,serine-type endopeptidase activity,endopeptidase inhibitor activity,carbohydrate binding","extracellular region,extracellular space,plasma membrane,cell junction,axon,dendrite,other organism cell,synapse,extracellular exosome,blood microparticle",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P0C0L5|CO4B_HUMAN Complement C4-B OS=Homo sapiens GN=C4B PE=1 SV=2,6,12
P0C0S5;Q71UI9,H2AFZ;H2AFV,P0C0S5;Q71UI9,H2AZ_HUMAN;H2AV_HUMAN,Histone H2A.Z;Histone H2A.V,TRUE,M / MaN,M,MaN,25,P0C0S5;Q71UI9,521.553283691406,341.85122680664,-0.61,0.61,-34.46,0.66,0,2.50E-01,3.34E-01,24,0.531959439731667,Homo sapiens,0%;0%,13552.73;13508.68,"chromatin silencing,positive regulation of transcription from RNA polymerase II promoter,cellular response to estradiol stimulus;chromatin silencing,biological_process","RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II core promoter sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,protein binding,chromatin DNA binding,nucleosomal DNA binding,protein heterodimerization activity;molecular_function,DNA binding,protein heterodimerization activity","nucleosome,nucleus,nuclear euchromatin,nuclear heterochromatin,extracellular exosome,Barr body;nucleosome,nuclear chromatin,nucleus,extracellular exosome",sp,1,2;3,uniprot_sprot_2015-08-28_HUMAN,>sp|P0C0S5|H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2;>sp|Q71UI9|H2AV_HUMAN Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3,4,7
P0DMM9;P0DMN0,SULT1A3;SULT1A4,P0DMM9;P0DMN0,ST1A3_HUMAN;ST1A4_HUMAN,Sulfotransferase 1A3;Sulfotransferase 1A4,TRUE,M / MaN,M,MaN,20,P0DMM9;P0DMN0,370.394409179687,533.238952636718,0.53,0.53,43.97,1.44,0,2.18E-02,7.38E-02,19,0.561377196009117,Homo sapiens,0%;0%,34196.18;34196.18,"catecholamine metabolic process,xenobiotic metabolic process,steroid metabolic process,flavonoid metabolic process,IRE1-mediated unfolded protein response,3'-phosphoadenosine 5'-phosphosulfate metabolic process,sulfation;","aryl sulfotransferase activity,sulfotransferase activity;",cytosol;,sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P0DMM9|ST1A3_HUMAN Sulfotransferase 1A3 OS=Homo sapiens GN=SULT1A3 PE=1 SV=1;>sp|P0DMN0|ST1A4_HUMAN Sulfotransferase 1A4 OS=Homo sapiens GN=SULT1A4 PE=1 SV=1,8,14
P0DMV8;P0DMV9,HSPA1A;HSPA1B,P0DMV8;P0DMV9,HS71A_HUMAN;HS71B_HUMAN,Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B,TRUE,M / MaN,M,MaN,100,P0DMV8;P0DMV9,1503.61291503906,1340.02648925781,-0.17,0.17,-10.88,0.89,0,1.42E-02,5.51E-02,99,0.168297239904608,Homo sapiens,1.6%;1.6%,70052.23;70052.23,"positive regulation of gene expression,regulation of protein ubiquitination,negative regulation of protein ubiquitination,positive regulation of interleukin-8 production,cellular response to oxidative stress,cellular response to heat,protein refolding,regulation of mRNA stability,ATP metabolic process,viral entry into host cell,protein stabilization,positive regulation of NF-kappaB transcription factor activity,negative regulation of cell death,cellular heat acclimation,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,negative regulation of inclusion body assembly,cell-cell adhesion,regulation of cellular response to heat,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,positive regulation of endoribonuclease activity,positive regulation of tumor necrosis factor-mediated signaling pathway,positive regulation of mRNA endonucleolytic cleavage involved in unfolded protein response,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,regulation of cell death;positive regulation of gene expression,regulation of protein ubiquitination,negative regulation of protein ubiquitination,positive regulation of interleukin-8 production,cellular response to oxidative stress,cellular response to heat,protein refolding,ATP metabolic process,viral entry into host cell,protein stabilization,positive regulation of NF-kappaB transcription factor activity,negative regulation of cell death,cellular heat acclimation,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway,negative regulation of inclusion body assembly,regulation of cellular response to heat,positive regulation of tumor necrosis factor-mediated signaling pathway,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,regulation of cell death","virus receptor activity,G-protein coupled receptor binding,receptor binding,protein binding,ATP binding,ATPase activity,enzyme binding,heat shock protein binding,ubiquitin protein ligase binding,ATPase activity, coupled,histone deacetylase binding,protein binding involved in protein folding,unfolded protein binding,C3HC4-type RING finger domain binding,cadherin binding involved in cell-cell adhesion;virus receptor activity,G-protein coupled receptor binding,receptor binding,protein binding,ATP binding,ATPase activity,enzyme binding,heat shock protein binding,ubiquitin protein ligase binding,ATPase activity, coupled,histone deacetylase binding,protein binding involved in protein folding,unfolded protein binding,C3HC4-type RING finger domain binding","nucleoplasm,cytoplasm,mitochondrion,centriole,cytosol,cell-cell adherens junction,focal adhesion,inclusion body,perinuclear region of cytoplasm,blood microparticle,ubiquitin ligase complex;nucleoplasm,cytoplasm,centriole,cytosol,focal adhesion,inclusion body,perinuclear region of cytoplasm,blood microparticle,ubiquitin ligase complex",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens GN=HSPA1A PE=1 SV=1;>sp|P0DMV9|HS71B_HUMAN Heat shock 70 kDa protein 1B OS=Homo sapiens GN=HSPA1B PE=1 SV=1,60,132
P10301,RRAS,P10301,RRAS_HUMAN,Ras-related protein R-Ras,TRUE,M / MaN,M,MaN,25,P10301,562.81201171875,103.726448059082,-2.44,2.44,-81.57,0.18,0,2.83E-03,1.78E-02,24,0.41057716409496,Homo sapiens,0%,23480.49,"leukocyte differentiation,Ras protein signal transduction,negative regulation of cell migration,positive regulation of angiogenesis,regulation of protein kinase B signaling,face morphogenesis,regulation of ERK1 and ERK2 cascade","GTPase activity,protein binding,GTP binding,GDP binding,protein complex binding","intracellular,plasma membrane,focal adhesion,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P10301|RRAS_HUMAN Ras-related protein R-Ras OS=Homo sapiens GN=RRAS PE=1 SV=1,13,15
P10412;P16402;P16403,HIST1H1E;HIST1H1D;HIST1H1C,P10412;P16402;P16403,H14_HUMAN;H13_HUMAN;H12_HUMAN,Histone H1.4;Histone H1.3;Histone H1.2,TRUE,M / MaN,M,MaN,15,P10412;P16402;P16403,439.156677246093,169.895675659179,-1.37,1.37,-61.31,0.39,0,7.82E-01,5.89E-01,14,0.807510215454354,Homo sapiens,5%;5%;5.2%,21865.27;22349.9;21364.75,"negative regulation of transcription from RNA polymerase II promoter,nucleosome assembly,nucleosome positioning,histone H3-K4 trimethylation,histone H3-K27 trimethylation;negative regulation of transcription from RNA polymerase II promoter,nucleosome assembly,nucleosome positioning,histone H3-K4 trimethylation,histone H3-K27 trimethylation;negative regulation of transcription from RNA polymerase II promoter,nucleosome assembly,nucleosome positioning,histone H3-K4 trimethylation,histone H3-K27 trimethylation","protein binding,chromatin DNA binding,poly(A) RNA binding;chromatin DNA binding,poly(A) RNA binding;protein binding,chromatin DNA binding,poly(A) RNA binding","nucleosome,nucleus,nuclear heterochromatin,extracellular exosome;nucleosome,nuclear chromatin,nuclear euchromatin;nucleosome,nucleus,nuclear euchromatin,transcriptionally active chromatin",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P10412|H14_HUMAN Histone H1.4 OS=Homo sapiens GN=HIST1H1E PE=1 SV=2;>sp|P16402|H13_HUMAN Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2;>sp|P16403|H12_HUMAN Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2,3,4
P10515,DLAT,P10515,ODP2_HUMAN,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",TRUE,M / MaN,M,MaN,35,P10515,222.443542480468,158.283264160156,-0.49,0.49,-28.84,0.71,0,2.28E-01,3.17E-01,34,0.32741361335044,Homo sapiens,0%,68996.69,"glucose metabolic process,acetyl-CoA biosynthetic process from pyruvate,pyruvate metabolic process,tricarboxylic acid cycle,regulation of acetyl-CoA biosynthetic process from pyruvate,sleep,glyoxylate metabolic process","dihydrolipoyllysine-residue acetyltransferase activity,protein binding,pyruvate dehydrogenase (NAD+) activity","mitochondrion,mitochondrial matrix,mitochondrial pyruvate dehydrogenase complex,myelin sheath,pyruvate dehydrogenase complex",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,">sp|P10515|ODP2_HUMAN Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLAT PE=1 SV=3",30,51
P10599,TXN,P10599,THIO_HUMAN,Thioredoxin,TRUE,M / MaN,M,MaN,30,P10599,802.292724609375,289.841247558593,-1.47,1.47,-63.87,0.36,0,5.11E-01,4.85E-01,29,0.55188815153264,Homo sapiens,10.50%,11737.49,"sulfate assimilation,negative regulation of transcription from RNA polymerase II promoter,response to reactive oxygen species,transcription, DNA-templated,protein folding,glycerol ether metabolic process,movement of cell or subcellular component,signal transduction,cell-cell signaling,cell proliferation,response to radiation,nucleobase-containing small molecule interconversion,protein repair,activation of protein kinase B activity,positive regulation of peptidyl-serine phosphorylation,regulation of protein import into nucleus, translocation,positive regulation of DNA binding,cell redox homeostasis,negative regulation of protein export from nucleus,positive regulation of protein kinase B signaling,oxidation-reduction process,negative regulation of hydrogen peroxide-induced cell death","protein binding,protein disulfide oxidoreductase activity,peptide disulfide oxidoreductase activity,oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor,poly(A) RNA binding","nucleus,nucleoplasm,cytoplasm,mitochondrion,cytosol,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens GN=TXN PE=1 SV=3,12,20
P10620,MGST1,P10620,MGST1_HUMAN,Microsomal glutathione S-transferase 1,TRUE,M / MaN,M,MaN,25,P10620,172.842010498046,130.080703735351,-0.41,0.41,-24.74,0.75,0,5.04E-01,4.81E-01,24,0.565906013741815,Homo sapiens,0%,17598.66,"glutathione metabolic process,xenobiotic metabolic process,response to organonitrogen compound,response to lipopolysaccharide,Leydig cell differentiation,response to drug,oxidation-reduction process,protein homotrimerization,cellular response to lipid hydroperoxide,cellular oxidant detoxification,glutathione derivative biosynthetic process","glutathione transferase activity,glutathione peroxidase activity,protein homodimerization activity,glutathione binding","nucleus,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,peroxisomal membrane,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane,apical part of cell",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P10620|MGST1_HUMAN Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1,7,13
P10809,HSPD1,P10809,CH60_HUMAN,"60 kDa heat shock protein, mitochondrial",TRUE,M / MaN,M,MaN,240,P10809,1069.87707519531,1134.04479980468,0.08,0.08,6.00,1.06,0,1.97E-02,7.07E-02,239,0.168428399274168,Homo sapiens,0%,61054.63,"response to hypoxia,detection of misfolded protein,B cell cytokine production,MyD88-dependent toll-like receptor signaling pathway,positive regulation of T cell mediated immune response to tumor cell,response to ischemia,'de novo' protein folding,activation of cysteine-type endopeptidase activity involved in apoptotic process,response to unfolded protein,apoptotic mitochondrial changes,response to heat,response to cold,response to activity,viral process,response to lipopolysaccharide,positive regulation of interferon-alpha production,positive regulation of interferon-gamma production,positive regulation of interleukin-10 production,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,response to ATP,protein refolding,B cell proliferation,T cell activation,B cell activation,response to cocaine,response to drug,response to hydrogen peroxide,positive regulation of macrophage activation,positive regulation of apoptotic process,negative regulation of apoptotic process,negative regulation of neuron apoptotic process,response to estrogen,isotype switching to IgG isotypes,positive regulation of inflammatory response,protein stabilization,positive regulation of T cell activation,chaperone mediated protein folding requiring cofactor,chaperone-mediated protein complex assembly,response to glucocorticoid,protein maturation,negative regulation of apoptotic process in bone marrow,negative regulation of reactive oxygen species biosynthetic process,positive regulation of tumor necrosis factor secretion,positive regulation of interleukin-6 secretion","lipopolysaccharide binding,protease binding,p53 binding,DNA replication origin binding,single-stranded DNA binding,double-stranded RNA binding,protein binding,ATP binding,ATPase activity,ubiquitin protein ligase binding,protein complex binding,insulin binding,poly(A) RNA binding,protein heterodimerization activity,unfolded protein binding,chaperone binding,misfolded protein binding","extracellular space,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,early endosome,peroxisomal matrix,rough endoplasmic reticulum,Golgi apparatus,cytosol,plasma membrane,clathrin-coated pit,cell surface,membrane,mitochondrial crista,coated vesicle,secretory granule,extracellular matrix,zymogen granule,myelin sheath,protein complex,membrane raft,lipopolysaccharide receptor complex,extracellular exosome,cyclin-dependent protein kinase activating kinase holoenzyme complex",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,">sp|P10809|CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2",80,188
